08.11.16,9046
07.12.16,9130
07.01.17,9222
06.02.17,9337
18.03.17,9419
19.04.17,9476
15.05.17,9499
15.06.17,9504
15.07.17,9511
14.08.17,9514
08.09.17,9520
15.10.17,9552
13.11.17,9583
06.12.17,9640
